AgentId;TimeStep;OfferedPowerInMW;OfferedChargePrice;OfferedDischargePrice;AwardedChargePower;AwardedDischargePower;AwardedPower;StoredMWh;Revenues;Costs;Profit
7;599183999;-453.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599184001;;;;453.3333333333333;-0.0;453.3333333333333;15408.0;0.0;15804.945333333333;-15804.945333333333
7;599187599;-755.5555555555555;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599187601;;;;755.5555555555555;-0.0;755.5555555555555;16088.0;0.0;26341.575555555555;-26341.575555555555
7;599191199;-1133.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599191201;;;;1133.3333333333333;-0.0;1133.3333333333333;17108.0;0.0;39512.36333333333;-39512.36333333333
7;599194799;-1360.0;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599194801;;;;1360.0;-0.0;1360.0;18332.0;0.0;48994.02266666665;-48994.02266666665
7;599198399;-1511.111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599198401;;;;1511.111111111111;-0.0;1511.111111111111;19692.0;0.0;52683.15111111111;-52683.15111111111
7;599201999;-1435.5555555555554;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599202001;;;;1435.5555555555554;-0.0;1435.5555555555554;20984.0;0.0;50048.99355555555;-50048.99355555555
7;599205599;-1511.111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599205601;;;;1511.111111111111;-0.0;1511.111111111111;22344.0;0.0;54437.80296296294;-54437.80296296294
7;599209199;-1511.111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599209201;;;;1511.111111111111;-0.0;1511.111111111111;23704.0;0.0;54437.80296296294;-54437.80296296294
7;599212799;-1360.0;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599212801;;;;1360.0;-0.0;1360.0;24928.0;0.0;48994.02266666665;-48994.02266666665
7;599216399;-1284.4444444444443;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599216401;;;;1284.4444444444443;-0.0;1284.4444444444443;26084.0;0.0;44780.67844444444;-44780.67844444444
7;599219999;-1511.111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599220001;;;;1511.111111111111;-0.0;1511.111111111111;27444.0;0.0;54437.80296296294;-54437.80296296294
7;599223599;-1435.5555555555554;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599223601;;;;1435.5555555555554;-0.0;1435.5555555555554;28736.0;0.0;50048.99355555555;-50048.99355555555
7;599227199;-1435.5555555555554;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599227201;;;;1435.5555555555554;-0.0;1435.5555555555554;30028.0;0.0;51715.91281481479;-51715.91281481479
7;599230799;-1511.111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599230801;;;;1511.111111111111;-0.0;1511.111111111111;31388.0;0.0;54437.80296296294;-54437.80296296294
7;599234399;-1435.5555555555554;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599234401;;;;1435.5555555555554;-0.0;1435.5555555555554;32680.0;0.0;50048.99355555555;-50048.99355555555
7;599237999;-1435.5555555555554;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599238001;;;;1435.5555555555554;-0.0;1435.5555555555554;33972.0;0.0;51715.91281481479;-51715.91281481479
7;599241599;-1208.888888888889;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599241601;;;;1208.888888888889;-0.0;1208.888888888889;35060.0;0.0;42146.52088888889;-42146.52088888889
7;599245199;-453.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599245201;;;;453.3333333333333;-0.0;453.3333333333333;35468.0;0.0;15804.945333333333;-15804.945333333333
7;599248799;-604.4444444444445;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599248801;;;;604.4444444444445;-0.0;604.4444444444445;36012.0;0.0;21775.121185185177;-21775.121185185177
7;599252399;-831.1111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599252401;;;;831.1111111111111;-0.0;831.1111111111111;36760.0;0.0;29940.791629629617;-29940.791629629617
7;599255999;-982.2222222222222;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;599256001;;;;982.2222222222222;-0.0;982.2222222222222;37644.0;0.0;35384.571925925906;-35384.571925925906
7;599259599;-1284.4444444444443;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
