AgentId;TimeStep;AwardedPowerForecast;ElectricityPriceForecast
6;599187573;3286.0;0.0
6;599191173;2980.0;0.0
6;599194773;2499.0;0.0
6;599198373;2304.0;0.0
6;599201973;2124.0;0.0
6;599205573;2270.0;0.0
6;599209173;2448.0;0.0
6;599212773;2742.0;0.0
6;599216373;2962.0;0.0
6;599219973;3127.0;0.0
6;599223573;3255.0;0.0
6;599227173;3403.0;0.0
6;599230773;3609.0;0.0
6;599234373;3968.0;0.0
6;599237973;4041.0;0.0
6;599241573;4267.0;0.0
6;599245173;4616.0;0.0
6;599248773;5443.0;0.0
6;599252373;5457.0;0.0
6;599255973;5214.0;0.0
6;599259573;5144.0;0.0
6;599263173;4675.0;0.0
6;599266773;4542.0;0.0
6;599270373;4393.0;0.0
6;599273973;4395.0;0.0
6;599277573;4220.0;0.0
6;599281173;3889.0;0.0
6;599284773;3725.0;0.0
6;599288373;4045.0;0.0
6;599291973;4984.0;0.0
6;599295573;5516.0;0.0
6;599299173;6810.0;38.12235744680853
6;599302773;7996.0;44.64547272727273
6;599306373;8176.0;46.450018518518505
6;599309973;8138.0;46.450018518518505
6;599313573;7846.0;42.8696607142857
6;599317173;7832.0;42.8696607142857
6;599320773;8168.0;44.64547272727273
6;599324373;8299.0;46.450018518518505
6;599327973;8462.0;46.450018518518505
6;599331573;8541.0;46.90583255813954
6;599335173;8898.0;49.21430476190476
6;599338773;8953.0;49.21430476190476
6;599342373;8731.0;46.90583255813954
6;599345973;8478.0;46.90583255813954
6;599349573;7913.0;46.450018518518505
6;599353173;7721.0;46.450018518518505
6;599356773;7428.0;42.8696607142857
6;599360373;6670.0;40.256539130434795
6;599363973;6605.0;39.39829310344827
6;599367573;6537.0;39.39829310344827
6;599371173;6381.0;38.12235744680853
6;599374773;6340.0;38.12235744680853
6;599378373;6649.0;39.39829310344827
6;599381973;7877.0;46.450018518518505
6;599385573;9436.0;53.990019999999994
6;599389173;9792.0;56.46540512820512
6;599392773;8768.0;49.21430476190476
6;599396373;8780.0;49.21430476190476
6;599399973;9627.0;53.990019999999994
6;599403573;10478.0;62.145673913043474
6;599407173;11031.0;67.06716571428571
6;599410773;9828.0;57.981270833333326
6;599414373;9823.0;57.981270833333326
6;599417973;9925.0;59.005284210526305
6;599421573;10977.0;62.145673913043474
6;599425173;9993.0;57.981270833333326
6;599428773;9793.0;57.981270833333326
6;599432373;9487.0;56.46540512820512
6;599435973;8175.0;49.21430476190476
6;599439573;8142.0;50.151942307692295
6;599443173;7885.0;49.21430476190476
6;599446773;7317.0;46.450018518518505
6;599450373;7160.0;46.450018518518505
6;599453973;7035.0;46.450018518518505
6;599457573;6666.0;42.8696607142857
6;599461173;6370.0;42.430017777777785
6;599464773;7041.0;46.450018518518505
6;599468373;7597.0;46.90583255813954
6;599471973;8155.0;50.151942307692295
6;599475573;8121.0;49.21430476190476
6;599479173;8410.0;50.151942307692295
6;599482773;8351.0;51.57440975609756
6;599486373;8255.0;51.57440975609756
6;599489973;8031.0;51.57440975609756
6;599493573;7748.0;51.57440975609756
6;599497173;7371.0;50.151942307692295
6;599500773;7135.0;50.151942307692295
6;599504373;7000.0;51.57440975609756
6;599507973;7143.0;51.57440975609756
6;599511573;7256.0;50.151942307692295
6;599515173;6959.0;49.21430476190476
6;599518773;6665.0;46.450018518518505
6;599522373;6512.0;44.64547272727273
6;599525973;5337.0;36.02501666666669
6;599529573;5308.0;36.02501666666665
6;599533173;4788.0;0.0
6;599536773;4601.0;0.0
6;599540373;4763.0;0.0
6;599543973;4708.0;0.0
6;599547573;4555.0;0.0
6;599551173;5157.0;28.86385
6;599554773;5951.0;39.39829310344827
6;599558373;6343.0;40.256539130434795
6;599561973;6564.0;40.256539130434795
6;599565573;6922.0;40.256539130434795
6;599569173;7070.0;40.256539130434795
6;599572773;7276.0;42.430017777777785
6;599576373;7215.0;40.256539130434795
6;599579973;7130.0;40.256539130434795
6;599583573;7076.0;40.256539130434795
6;599587173;7122.0;40.256539130434795
6;599590773;7101.0;40.256539130434795
6;599594373;7431.0;40.256539130434795
6;599597973;7365.0;40.256539130434795
6;599601573;7134.0;40.256539130434795
6;599605173;6561.0;40.256539130434795
6;599608773;6182.0;42.8696607142857
6;599612373;6010.0;42.8696607142857
6;599615973;6223.0;42.8696607142857
6;599619573;5758.0;40.256539130434795
6;599623173;5359.0;38.12235744680853
6;599626773;5076.0;36.02501666666665
6;599630373;4589.0;22.86385
6;599633973;5184.0;36.02501666666665
6;599637573;4536.0;1.2
6;599641173;4911.0;1.2
6;599644773;6050.0;39.39829310344827
6;599648373;6595.0;42.430017777777785
6;599651973;6436.0;40.256539130434795
6;599655573;6739.0;40.256539130434795
6;599659173;7123.0;42.430017777777785
6;599662773;7129.0;42.430017777777785
6;599666373;6982.0;42.430017777777785
6;599669973;6922.0;42.430017777777785
6;599673573;6848.0;42.430017777777785
6;599677173;6794.0;40.256539130434795
6;599680773;7128.0;42.430017777777785
6;599684373;7479.0;42.430017777777785
6;599687973;7153.0;42.430017777777785
6;599691573;6578.0;42.430017777777785
6;599695173;6224.0;39.39829310344827
6;599698773;6062.0;38.12235744680853
6;599702373;5806.0;38.12235744680853
6;599705973;5245.0;36.02501666666669
6;599709573;4760.0;38.12235744680853
6;599713173;4700.0;39.39829310344827
6;599716773;4795.0;39.39829310344827
6;599720373;5111.0;42.8696607142857
6;599723973;5542.0;46.450018518518505
6;599727573;6162.0;49.21430476190476
6;599731173;8257.0;61.614886486486476
6;599734773;9345.0;66.5068409090909
6;599738373;9508.0;66.5068409090909
6;599741973;9440.0;66.5068409090909
6;599745573;9470.0;66.5068409090909
6;599749173;8935.0;66.5068409090909
6;599752773;8252.0;61.614886486486476
6;599756373;6888.0;51.57440975609756
6;599759973;7384.0;53.990019999999994
6;599763573;7759.0;56.46540512820512
6;599767173;8048.0;57.981270833333326
6;599770773;7718.0;56.46540512820512
6;599774373;7024.0;51.57440975609756
6;599777973;6722.0;51.57440975609756
6;599781573;6134.0;49.21430476190476
6;599785173;5728.0;46.450018518518505
6;599788773;4652.0;40.256539130434795
6;599792373;4323.0;39.186896551724125
6;599795973;3811.0;35.820666666666654
6;599799573;3857.0;35.820666666666654
6;599803173;3626.0;34.324
6;599806773;3914.0;35.820666666666654
6;599810373;4392.0;39.186896551724125
6;599813973;5926.0;46.22296296296295
6;599817573;7544.0;53.74479999999999
6;599821173;8213.0;56.21389743589742
6;599824773;8568.0;57.72583333333332
6;599828373;8584.0;58.74715789473683
6;599831973;8563.0;57.72583333333332
6;599835573;8314.0;56.21389743589742
6;599839173;8157.0;53.74479999999999
6;599842773;8322.0;53.74479999999999
6;599846373;8227.0;51.33517073170731
6;599849973;8338.0;53.74479999999999
6;599853573;8487.0;51.33517073170731
6;599857173;8305.0;49.91615384615383
6;599860773;7752.0;46.67772093023256
6;599864373;7521.0;46.22296296296295
6;599867973;7646.0;46.22296296296295
6;599871573;7477.0;42.65071428571427
6;599875173;6066.0;35.820666666666654
6;599878773;5401.0;0.0
6;599882373;5529.0;0.0
6;599885973;5390.0;0.0
6;599889573;5180.0;0.0
6;599893173;5361.0;0.0
6;599896773;5992.0;37.9136595744681
6;599900373;7269.0;46.22296296296295
6;599903973;8855.0;53.74479999999999
6;599907573;8685.0;53.74479999999999
6;599911173;8770.0;53.74479999999999
6;599914773;8873.0;56.21389743589742
6;599918373;8708.0;53.74479999999999
6;599921973;9010.0;57.72583333333332
6;599925573;8949.0;57.72583333333332
6;599929173;8956.0;57.72583333333332
6;599932773;8797.0;56.21389743589742
6;599936373;8516.0;53.74479999999999
6;599939973;8535.0;53.74479999999999
6;599943573;8637.0;53.74479999999999
6;599947173;7985.0;49.91615384615383
6;599950773;7567.0;48.9807619047619
6;599954373;7327.0;48.9807619047619
6;599957973;7234.0;46.67772093023256
6;599961573;6693.0;46.67772093023256
6;599965173;6564.0;48.597904761904765
6;599968773;6281.0;46.30376744186047
6;599972373;6176.0;46.30376744186047
6;599975973;5775.0;45.85074074074073
6;599979573;5889.0;45.85074074074073
6;599983173;6151.0;46.30376744186047
6;599986773;7426.0;50.9429756097561
6;599990373;10429.0;63.580888888888886
6;599993973;11083.0;63.580888888888886
6;599997573;11670.0;69.16211764705882
6;600001173;11655.0;66.32748571428571
6;600004773;11624.0;66.32748571428571
6;600008373;11624.0;65.77136363636363
6;600011973;11598.0;58.324
6;600015573;11744.0;48.597904761904765
6;600019173;11808.0;48.597904761904765
6;600022773;11916.0;49.529615384615376
6;600026373;12097.0;49.529615384615376
6;600029973;12169.0;49.529615384615376
6;600033573;11777.0;49.529615384615376
6;600037173;10964.0;48.597904761904765
6;600040773;9855.0;46.30376744186047
6;600044373;8506.0;46.30376744186047
6;600047973;8216.0;45.85074074074073
6;600051573;7577.0;44.05709090909092
6;600055173;7485.0;44.05709090909092
6;600058773;7626.0;45.85074074074073
6;600062373;7583.0;44.05709090909092
6;600065973;7431.0;42.29178571428571
6;600069573;7806.0;45.85074074074073
6;600073173;8258.0;48.597904761904765
6;600076773;8736.0;49.529615384615376
6;600080373;8958.0;49.529615384615376
6;600083973;9541.0;50.9429756097561
6;600087573;9343.0;49.529615384615376
6;600091173;8605.0;46.30376744186047
6;600094773;8499.0;46.30376744186047
6;600098373;8513.0;48.597904761904765
6;600101973;8121.0;46.30376744186047
6;600105573;8497.0;46.30376744186047
6;600109173;8164.0;46.30376744186047
6;600112773;8537.0;49.529615384615376
6;600116373;8145.0;49.529615384615376
6;600119973;7890.0;49.529615384615376
6;600123573;7496.0;48.597904761904765
6;600127173;7238.0;48.597904761904765
6;600130773;7195.0;48.597904761904765
6;600134373;6081.0;42.29178571428571
6;600137973;6698.0;44.05709090909092
6;600141573;6708.0;44.05709090909092
6;600145173;6025.0;39.6937391304348
6;600148773;6455.0;41.85471111111112
6;600152373;6193.0;38.8403448275862
6;600155973;5992.0;35.48566666666669
6;600159573;6182.0;35.48566666666666
6;600163173;6710.0;38.8403448275862
6;600166773;6917.0;38.8403448275862
6;600170373;7918.0;45.85074074074073
6;600173973;8028.0;45.85074074074073
6;600177573;7891.0;44.05709090909092
6;600181173;7607.0;42.29178571428571
6;600184773;6516.0;37.57153191489363
6;600188373;6691.0;38.8403448275862
6;600191973;7045.0;42.29178571428571
6;600195573;7422.0;44.05709090909092
6;600199173;7598.0;45.85074074074073
6;600202773;7578.0;45.85074074074073
6;600206373;6455.0;38.8403448275862
6;600209973;5302.0;30.438999999999993
6;600213573;6099.0;39.6937391304348
6;600217173;4870.0;21.438999999999993
6;600220773;4702.0;0.0
6;600224373;4748.0;0.0
6;600227973;4909.0;1.2
6;600231573;4965.0;30.438999999999993
6;600235173;4707.0;0.0
6;600238773;4226.0;0.0
6;600242373;4506.0;0.0
6;600245973;4531.0;0.0
6;600249573;4853.0;0.0
6;600253173;5321.0;35.48566666666666
6;600256773;5488.0;37.57153191489363
6;600260373;5683.0;35.48566666666666
6;600263973;5797.0;35.48566666666666
6;600267573;5910.0;35.48566666666666
6;600271173;6099.0;38.8403448275862
6;600274773;6438.0;41.85471111111112
6;600278373;6218.0;41.85471111111112
6;600281973;6340.0;42.29178571428571
6;600285573;6053.0;39.6937391304348
6;600289173;6022.0;39.6937391304348
6;600292773;5803.0;38.8403448275862
6;600296373;5877.0;38.8403448275862
6;600299973;5429.0;35.48566666666666
6;600303573;5349.0;24.438999999999993
6;600307173;5271.0;0.0
6;600310773;5307.0;0.0
